reference_joconde,titre_joconde,artiste,musee,numero_inventaire,numero_planche,etat,fichier,licence,credit,auteur_image,source,raisons
M0537032140,ZOUAVES à la Revue TENUE de GUERRE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.306 B,212,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (212) : l'exemplaire visé serait indéterminé
M0537031928,INFANTERIE FRANÇAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.210 B,151,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (151) : l'exemplaire visé serait indéterminé
M0537038762,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5256 B,771,refusee,,,,,Wikimedia Commons,le musée conserve 7 notices de ce titre et de ce numéro (771) : l'exemplaire visé serait indéterminé
M0537022524,INFANTERIE FRANÇAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.30 B,151,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (151) : l'exemplaire visé serait indéterminé
M0537022532,INFANTERIE A L'ATTAQUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.38 B,177,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (177) : l'exemplaire visé serait indéterminé
M0537031929,INFANTERIE FRANÇAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.211 B,151,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (151) : l'exemplaire visé serait indéterminé
M0537022546,ZOUAVES à la Revue TENUE de GUERRE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.52 B,212,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (212) : l'exemplaire visé serait indéterminé
M0537022548,EN TIRAILLEURS : Sur le Terrain et dans les Tranchées (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.54 B,213,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (213) : l'exemplaire visé serait indéterminé
M0537031943,ZOUAVES A LA REVUE / TENUE DE GUERRE / AVEC CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.218 B,157,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (157) : l'exemplaire visé serait indéterminé
M0537022578,INFANTERIE ITALIENNE A LA / REVUE. (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.83 B,565,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (565) : l'exemplaire visé serait indéterminé
M0537039056,INFANTERIE ANGLAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.743 B,592,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039233,ARTILLERIE ANGLAISE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5534 B,2048,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (2048) : l'exemplaire visé serait indéterminé
M0537039225,CHASSEURS ALLEMANDS AU COMBAT / TENUE DE CAMPAGNE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5526 B,2041,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537032143,ZOUAVES TENUE DE GUERRE En Marche et Chargeant (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.308 B,212,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (212) : l'exemplaire visé serait indéterminé
M0537032138,ZOUAVES à la Revue TENUE de GUERRE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.305 B,212,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (212) : l'exemplaire visé serait indéterminé
M0537031941,ZOUAVES A LA REVUE / TENUE DE GUERRE / SANS CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.217 B,156,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (156) : l'exemplaire visé serait indéterminé
M0537039047,INFANTERIE ITALIENNE A LA / REVUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.718 B,565,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (565) : l'exemplaire visé serait indéterminé
M0537039213,INFANTERIE FRANÇAISE AVEC CASQUES / & ENGINS DE TRANCHÉES (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5514 B,2036,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2036) : l'exemplaire visé serait indéterminé
M0537039086,INFANTERIE ROUMAINE TENUE / DE CAMPAGNE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.968 B,850,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (850) : l'exemplaire visé serait indéterminé
M0537039263,INFANTERIE ITALIENNE A LA / REVUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5566 B,565,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (565) : l'exemplaire visé serait indéterminé
M0537022591,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.96 B,771,refusee,,,,,Wikimedia Commons,le musée conserve 7 notices de ce titre et de ce numéro (771) : l'exemplaire visé serait indéterminé
M0537022526,ZOUAVES A LA REVUE / TENUE DE GUERRE / SANS CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.32 B,156,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (156) : l'exemplaire visé serait indéterminé
M0537039228,INFANTERIE AUTRICHIENNE AU COMBAT / TENUE DE CAMPAGNE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5529 B,2044,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039234,INFANTERIE RUSSE / AU COMBAT / TENUE DE CAMPAGNE D'ÉTÉ (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5535 B,2049,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (2049) : l'exemplaire visé serait indéterminé
M0537038761,TYPES des PREMIERS CONTINGENTS / D'INFANTERIE / ARRIVÉS EN FRANCE en 1917 (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5255 B,770,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (770) : l'exemplaire visé serait indéterminé
M0537022547,ZOUAVES En Marche et Chargeant TENUE / DE GUERRE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.53 B,212,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039053,INFANTERIE ITALIENNE ARME AU PIED / ET À LA BRETELLE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.723 B,567,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039224,INFANTERIE ALLEMANDE au Combat (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5525 B,2040,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039231,FANTASSINS ANGLAIS & ÉCOSSAIS au Combat (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5532 B,2047,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2047) : l'exemplaire visé serait indéterminé
M0537039264,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5567 B,566,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (566) : l'exemplaire visé serait indéterminé
M0537042001,INFANTERIE ECOSSAISE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.1605 B,598,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (598) : l'exemplaire visé serait indéterminé
M0537022510,ARTILLERIE FRANÇAISE / ancienne tenue et tenue de guerre / PIÈCES DE 90 DE CAMPAGNE / ARTILLERIE LOURDE / CANON / DE 120 LONG  (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.16 B,80,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (80) : l'exemplaire visé serait indéterminé
M0537039211,INFANTERIE DE LIGNE (TENUE / de CAMPAGNE) (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5512 B,2035,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039214,EN PLEIN FEU = INFANTERIE FRANÇAISE / DANS LES TRANCHÉES ET A L'ASSAUT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5515 B,2036,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (2036) : l'exemplaire visé serait indéterminé
M0537039059,INFANTERIE ANGLAISE A LA REVUE L'ARME / A LA BRETELLE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.746 B,594,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039049,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.720 B,566,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (566) : l'exemplaire visé serait indéterminé
M0537039066,INFANTERIE ECOSSAISE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.752 B,598,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (598) : l'exemplaire visé serait indéterminé
M0537039077,TYPES des PREMIERS CONTINGENTS / D'INFANTERIE / ARRIVÉS EN FRANCE en 1917 (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.912 B,770,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (770) : l'exemplaire visé serait indéterminé
M0537039216,NOS ALPINS LES / DIABLES BLEUS AUX AVANT-POSTES (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5517 B,2037,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039221,EN PLEIN FEU / NOS MAGNIFIQUES HÉROS / LES FUSILIERS MARINS / aux luttes épiques de l'Yser (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5522 B,2038,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2038) : l'exemplaire visé serait indéterminé
M0537039048,INFANTERIE ITALIENNE A LA / REVUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.719 B,565,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (565) : l'exemplaire visé serait indéterminé
M0537039078,TYPES des PREMIERS CONTINGENTS / D'INFANTERIE / ARRIVÉS EN FRANCE en 1917 (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.913 B,770,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (770) : l'exemplaire visé serait indéterminé
M0537039052,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.722 B,566,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (566) : l'exemplaire visé serait indéterminé
M0537039226,EN PLEIN FEU : INFANTERIE ALLEMANDE PAR GROUPES (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5527 B,2041,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039232,EN / PLEIN FEU : INFANTERIE ANGLAISE & ÉCOSSAISE / DANS LES TRANCHÉES / ET A L'ASSAUT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5533 B,2047,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (2047) : l'exemplaire visé serait indéterminé
M0537039060,"INFANTERIE ANGLAISE DÉFILANT, L'ARME / A LA BRETELLE (titre inscrit)",georges-ferdinand-bigot,musée de l'image,2010.5.747 B,595,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537022579,INFANTERIE ITALIENNE A LA / REVUE. (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.84 B,565,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (565) : l'exemplaire visé serait indéterminé
M0537039222,NOS BRAVES MARSOUINS (Fusiliers Marins) LES HÉROS DES APRES LUTTES / DE BELGIQUE ET DU NORD (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5523 B,2039,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039051,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.721 B,566,refusee,,,,,Wikimedia Commons,le musée conserve 5 notices de ce titre et de ce numéro (566) : l'exemplaire visé serait indéterminé
M0537039063,INFANTERIE ANGLAISE ARME AU PIED /  & A LA BRETELLE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.749 B,597,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039058,INFANTERIE ANGLAISE A LA REVUE / ARME AU PIED (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.745 B,594,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039223,UN POSTE DE SECOURS SUR LE FRONT FRANÇAIS (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5524 B,2039,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (2039) : l'exemplaire visé serait indéterminé
M0537039212,INFANTERIE de LIGNE EN ACTION / TENUE DE CAMPAGNE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5513 B,2036,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039057,INFANTERIE ÉCOSSAISE / - HIGHLANDERS - AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.744 B,593,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (593) : l'exemplaire visé serait indéterminé
M0537039219,ARTILLERIE ALPINE EN ACTION (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5520 B,2038,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2038) : l'exemplaire visé serait indéterminé
M0537039079,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.914 B,771,refusee,,,,,Wikimedia Commons,le musée conserve 7 notices de ce titre et de ce numéro (771) : l'exemplaire visé serait indéterminé
M0537039217,INFANTERIE FRANÇAISE / LES HÉROS DES TRANCHÉES / ET CEUX QUI LES SECONDENT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5518 B,2037,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (2037) : l'exemplaire visé serait indéterminé
M0537039065,INFANTERIE ANGLAISE EN AVANT / A LA BAIONNETTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.751 B,598,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039064,INFANTERIE ANGLAISE DÉFILANT / PAS DE ROUTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.750 B,597,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039229,INFANTERIE ITALIENNE en ACTION (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5530 B,2045,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039062,"INFANTERIE ÉCOSSAISE A LA REVUE, L'ARME / A LA BRETELLE (titre inscrit)",georges-ferdinand-bigot,musée de l'image,2010.5.748 B,595,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039220,ARTILLERIE FRANÇAISE / ANCIENNE / ET NOUVELLE / TENUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5521 B,2038,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (2038) : l'exemplaire visé serait indéterminé
M0537039081,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.916 B,771,refusee,,,,,Wikimedia Commons,le musée conserve 7 notices de ce titre et de ce numéro (771) : l'exemplaire visé serait indéterminé
M0537039080,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.915 B,771,refusee,,,,,Wikimedia Commons,le musée conserve 7 notices de ce titre et de ce numéro (771) : l'exemplaire visé serait indéterminé
M0537005000,La Rivalité des Câm et des Xa / (LÉGENDE TONKINOISE) (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.4860 A,4237,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537028226,Histoire de TAN et LANG / Légende annamite du BÉTEL et de l’ARÉQUIER (titre inscrit),georges-ferdinand-bigot,musée de l'image,990.1.2633 B ; X B 133,412,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537052168,Histoire de Géant LY-ONG-THAN / LÉGENDE HISTORIQUE DE L'ANNAM (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.12703 B,437,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004602,La MARGUERITE (Ronde) (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.4455 B,3117,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537017258,SAINT JOSEPH CHERCHANT UN LOGIS (titre inscrit),georges-ferdinand-bigot,musée de l'image,990.1.631 B ; IV / 127,3129,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (3129) : l'exemplaire visé serait indéterminé
M0537007687,Légende annamite du poisson TINH (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.7576 B,3100,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537020249,SAINT JOSEPH CHERCHANT UN LOGIS (titre inscrit),georges-ferdinand-bigot,musée de l'image,990.1.205 B ; I / 203,3129,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (3129) : l'exemplaire visé serait indéterminé
M0537002157,GOUMIERS ALGERIENS (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2069 B,97,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537001348,LA GUERRE DES JEUX (titre inscrit),henry-hennault,musée de l'image,D 996.1.1262 B,408,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (408) : l'exemplaire visé serait indéterminé
M0537001345,LA GUERRE DES JEUX (titre inscrit),henry-hennault,musée de l'image,D 996.1.1261 B,408,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (408) : l'exemplaire visé serait indéterminé
M0537043004,REMÈDE contre LE SPLEEN (titre inscrit),henry-hennault,musée de l'image,2010.5.2264 B,340,exacte,"File:Imagerie d'Epinal. N° 340, Remède contre le spleen - estampe - btv1b69389431.jpg",Public domain,Bibliothèque nationale de France,,Wikimedia Commons,"titre retrouvé dans « Imagerie d'Epinal. N° 340, Remède contre le spleen - estampe - btv1b6938943 » ; numéro de planche 340 des deux côtés"
M0537043037,LES MÉTAMORPHOSES DE TOTO / à l'Exposition d'Anvers (titre inscrit),henry-hennault,musée de l'image,2010.5.2281 B,350,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537043126,POUR UNE PETITE SOURIS ! (titre inscrit),henry-hennault,musée de l'image,2010.5.2328 B,377,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537027572,"Toto’s aventuren op de wereldtentoonstelling te Antwerpen. (titre inscrit, néerl.) ; LES MÉTAMORPHOSES DE TOTO / à l'Exposition d'Anvers (titre factice)",henry-hennault,musée de l'image,990.1.2179 B ; VII B 118,118,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537007874,LE CHAT & LE RENARD / Fable de la Fontaine (titre inscrit),henry-hennault,musée de l'image,D 996.1.7766 B,401,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (401) : l'exemplaire visé serait indéterminé
M0537026546,UNE ARRESTATION DE PANDORE (titre inscrit),henry-hennault,musée de l'image,2008.21.438 B,150,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537007654,Le Portrait Enchanté (titre inscrit),henry-hennault,musée de l'image,D 996.1.7543 B,3066,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (3066) : l'exemplaire visé serait indéterminé
M0537007711,La MOUCHE (titre inscrit),henry-hennault,musée de l'image,D 996.1.7600 B,3150,refusee,,,,,Wikimedia Commons,titre trop court ou trop commun pour être probant
M0537026523,Le Mandarin Ka-Li-Ko (titre inscrit),henry-hennault,musée de l'image,2008.21.415 B,107,refusee,,,,,Wikimedia Commons,titre trop court ou trop commun pour être probant
M0537007690,LIPHANTES LE FOURBE (titre inscrit),henry-hennault,musée de l'image,D 996.1.7579 B,3103,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537026200,LE CHAT & LE RENARD / Fable de la Fontaine (titre inscrit),henry-hennault,musée de l'image,2008.21.98 B,401,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (401) : l'exemplaire visé serait indéterminé
M0537026297,LE PLUMET de BALDAQUIN (titre inscrit),henry-hennault,musée de l'image,2008.21.193 B,126,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537027578,"Remedie tegen het Spleen. (titre inscrit, néerl.) ; Remède contre le spleen (titre traduit)",henry-hennault,musée de l'image,990.1.2185 B ; VII B 124,124,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537007689,LE FILLEUL du CHEVALIER : (titre inscrit),henry-hennault,musée de l'image,D 996.1.7578 B,3102,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537007673,JEAN LE BOSSU (titre inscrit),henry-hennault,musée de l'image,D 996.1.7562 B,3081,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537007653,Le Portrait Enchanté (titre inscrit),henry-hennault,musée de l'image,D 996.1.7542 B,3066,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (3066) : l'exemplaire visé serait indéterminé
M0537043137,AVENTURES DE DEUX PETITS MOINEAUX (titre inscrit),henry-hennault,musée de l'image,2010.5.2336 B,381,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537026201,LE CHAT & LE RENARD / Fable de la Fontaine (titre inscrit),henry-hennault,musée de l'image,2008.21.99 B,401,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (401) : l'exemplaire visé serait indéterminé
M0537027580,"DE HEMDEN VAN MARKIES DE CALIBRAN. (titre inscrit, néerl.) ; Les chemises du marquis de Calibran (titre traduit)",henry-hennault,musée de l'image,990.1.2187 B ; VII B 126,126,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537007577,Le Coq et le Chat / fable par *** (titre inscrit),henry-hennault,musée de l'image,D 996.1.7466 B,3004,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537026533,LECTURE & POT-AU-FEU (titre inscrit),henry-hennault,musée de l'image,2008.21.425 B,122,exacte,"File:Série aux armes d'Epinal. N° 122, Histoires & scènes humoristiques, contes moraux, merveilleux. Lecture & pot-au-feu - estampe - btv1b69388109.jpg",Public domain,Bibliothèque nationale de France,,Wikimedia Commons,"titre retrouvé dans « Série aux armes d'Epinal. N° 122, Histoires & scènes humoristiques, contes  » ; numéro de planche 122 des deux côtés"
M0537026534,PIERROT & LA LUNE / (Fin du “Clair de la Lune”) (titre inscrit),henry-hennault,musée de l'image,2008.21.426 B,123,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (123) : l'exemplaire visé serait indéterminé
M0537027911,PIERROT & LA LUNE / (Fin du “Clair de la Lune”) (titre inscrit),henry-hennault,musée de l'image,990.1.2431 B ; IX B 18,123,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (123) : l'exemplaire visé serait indéterminé
M0537053601,"SAINT HUBERT, / PATRON DES CHASSEURS ET DES ARDENNES. 44 (titre inscrit)",joseph-hussenot,musée de l'image,2010.5.14136 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537053634,SAINTE BARBE / VIERGE ET MARTYRE. / 99 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.14169 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537036443,PROCESSION DE LA STE. VIERGE. (titre inscrit),joseph-hussenot,musée de l'image,2010.5.4745 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537055075,JOLIETTE. 424 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15611 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537055026,FRA-DIAVOLO-LE BANDIT. 175 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15562 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537070350,"STE. CLAIRE 204 (titre inscrit fr., esp., all.)",joseph-hussenot,musée de l'image,2019.1.114 A,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537055042,GRAND CARNAVAL DE PARIS. N. 234. (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15578 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537053557,INTÉRIEUR / DE NAZARETH. 59 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.14091 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537070299,SAINT ROCH (COMPLAINTE). MALGRÉ LA BATAILLE. 488 (titre inscrit),joseph-hussenot,musée de l'image,2019.1.63 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537053286,"SAINT JOSEPH, / ÉPOUX DE LA VIERGE MARIE. / 43 (titre inscrit) (fr., esp)",joseph-hussenot,musée de l'image,2010.5.13820 C,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537054761,LA MEUNIÈRE. 106 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15296 A,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537044367,LES AGES DE LA VIE HUMAINE. 563 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.6839 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
